,NMFCC,Nfft,NwinL,NhopL,Overlap,Ksize,AVGPreprocesTime,TrainTime,F1Score,TestAcc,EpochsRan
229,6,4096,256,128,0.5,3,0 days 00:00:00.094329,0 days 00:01:49.144146,92.0,91.0,80
230,6,4096,256,128,0.5,5,0 days 00:00:00.094329,0 days 00:00:25.858531,89.0,88.0,23
231,6,4096,256,192,0.25,2,0 days 00:00:00.083989,0 days 00:00:58.058740,89.0,89.0,40
232,6,4096,256,192,0.25,3,0 days 00:00:00.083989,0 days 00:00:46.903889,90.0,89.0,36
233,6,4096,256,192,0.25,5,0 days 00:00:00.083989,0 days 00:00:30.880902,90.0,90.0,24
234,6,4096,512,128,0.75,2,0 days 00:00:00.094518,0 days 00:00:59.746151,90.0,89.0,41
235,6,4096,512,128,0.75,3,0 days 00:00:00.094518,0 days 00:01:24.716404,90.0,89.0,80
236,6,4096,512,128,0.75,5,0 days 00:00:00.094518,0 days 00:01:47.069908,95.0,95.0,80
237,6,4096,512,256,0.5,2,0 days 00:00:00.077212,0 days 00:01:09.221646,89.0,89.0,40
238,6,4096,512,256,0.5,3,0 days 00:00:00.077212,0 days 00:00:49.837465,90.0,90.0,33
239,6,4096,512,256,0.5,5,0 days 00:00:00.077212,0 days 00:02:09.889770,94.0,94.0,80
240,6,4096,512,384,0.25,2,0 days 00:00:00.071182,0 days 00:00:50.883613,90.0,90.0,33
241,6,4096,512,384,0.25,3,0 days 00:00:00.071182,0 days 00:01:43.621381,92.0,91.0,80
242,6,4096,512,384,0.25,5,0 days 00:00:00.071182,0 days 00:01:31.638439,95.0,95.0,70
243,6,4096,1024,256,0.75,2,0 days 00:00:00.077602,0 days 00:00:52.301443,90.0,90.0,42
244,6,4096,1024,256,0.75,3,0 days 00:00:00.077602,0 days 00:01:13.392531,92.0,91.0,58
245,6,4096,1024,256,0.75,5,0 days 00:00:00.077602,0 days 00:01:16.621329,97.0,97.0,61
246,6,4096,1024,512,0.5,2,0 days 00:00:00.072214,0 days 00:00:48.875629,90.0,89.0,34
247,6,4096,1024,512,0.5,3,0 days 00:00:00.072214,0 days 00:01:41.563433,93.0,93.0,80
248,6,4096,1024,512,0.5,5,0 days 00:00:00.072214,0 days 00:02:00.911545,97.0,97.0,80
249,6,4096,1024,768,0.25,2,0 days 00:00:00.067013,0 days 00:00:54.706398,90.0,90.0,47
250,6,4096,1024,768,0.25,3,0 days 00:00:00.067013,0 days 00:01:59.739463,95.0,95.0,80
251,6,4096,1024,768,0.25,5,0 days 00:00:00.067013,0 days 00:01:26.727595,96.0,96.0,80
252,6,4096,2048,512,0.75,2,0 days 00:00:00.071004,0 days 00:00:43.273017,90.0,89.0,32
253,6,4096,2048,512,0.75,3,0 days 00:00:00.071004,0 days 00:01:55.073428,93.0,93.0,80
254,6,4096,2048,512,0.75,5,0 days 00:00:00.071004,0 days 00:01:51.594709,97.0,97.0,80
